"Gender";"Age";"Marital_Status";"Website_Activity";"Browsed_Electronics_12Mo";"Bought_Electronics_12Mo";"Bought_Digital_Media_18Mo";"Bought_Digital_Books";"Payment_Method";"User_ID";"confidence(Late Majority)";"confidence(Innovator)";"confidence(Early Adopter)";"confidence(Early Majority)";"prediction(eReader_Adoption)"
"M";44.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";32371.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";47.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Credit Card";44173.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";49.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";76558.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";46.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Website Account";54936.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";58.0;"S";"Regular";"Yes";"No";"No";"Yes";"Website Account";84631.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";33.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";67067.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";23.0;"M";"Regular";"Yes";"No";"Yes";"No";"Website Account";22402.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";48.0;"S";"Seldom";"Yes";"Yes";"No";"Yes";"Credit Card";12532.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";39.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";64950.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";65.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Credit Card";24212.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";26.0;"S";"Regular";"Yes";"No";"Yes";"Yes";"Bank Transfer";86962.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";31.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";65788.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";17.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Credit Card";61926.0;0.0;0.0;0.0;1.0;"Early Majority"
"M";26.0;"M";"Seldom";"Yes";"No";"No";"No";"Monthly Billing";81747.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";24.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";58818.0;0.25;0.0;0.0;0.75;"Early Majority"
"M";54.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";61668.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";46.0;"M";"Frequent";"Yes";"Yes";"No";"Yes";"Website Account";10153.0;0.0;0.5;0.0;0.5;"Innovator"
"M";47.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";75722.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";62.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";69601.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";63.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";88778.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";42.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Website Account";49903.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";49.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";63669.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";64.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";15769.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";49.0;"S";"Regular";"Yes";"No";"No";"Yes";"Credit Card";85097.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";52.0;"M";"Frequent";"Yes";"Yes";"Yes";"No";"Bank Transfer";67767.0;0.0;0.6666666666666666;0.3333333333333333;0.0;"Innovator"
"M";20.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Website Account";44210.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";64.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";33192.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"F";41.0;"S";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";43668.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";31.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";51348.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";39.0;"S";"Regular";"Yes";"Yes";"No";"No";"Website Account";40481.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";50.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";20176.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";53.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";52881.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";60.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";75183.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";58.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";46740.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";52.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";85498.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";47.0;"M";"Regular";"Yes";"No";"Yes";"No";"Credit Card";94008.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";42.0;"S";"Seldom";"Yes";"No";"No";"Yes";"Bank Transfer";52945.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";49.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";41667.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";49.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";18023.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";26.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";57474.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";21.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";65355.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";19.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Monthly Billing";64352.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";61.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";22479.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";31.0;"M";"Regular";"Yes";"No";"Yes";"No";"Bank Transfer";23135.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";26.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";88666.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";31.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";51218.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";28.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";95316.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";46.0;"S";"Seldom";"Yes";"Yes";"No";"No";"Bank Transfer";99694.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";36.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";84559.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";49.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Credit Card";24084.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";38.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";89880.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";41.0;"S";"Seldom";"Yes";"No";"No";"Yes";"Bank Transfer";46503.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";65.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";32561.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";47.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Website Account";49906.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";36.0;"S";"Regular";"Yes";"No";"Yes";"Yes";"Website Account";80705.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";48.0;"S";"Regular";"Yes";"No";"Yes";"No";"Website Account";69195.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";28.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Website Account";46081.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";43.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";86311.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";67.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";25755.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";54.0;"S";"Regular";"Yes";"No";"Yes";"Yes";"Website Account";22138.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";51.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";61082.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";50.0;"M";"Seldom";"Yes";"No";"No";"Yes";"Credit Card";85084.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";44.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";50209.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";61.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";73685.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";47.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";52205.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";47.0;"S";"Seldom";"Yes";"Yes";"No";"No";"Bank Transfer";83940.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";50.0;"S";"Seldom";"Yes";"No";"No";"No";"Website Account";72143.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";59.0;"M";"Frequent";"Yes";"No";"Yes";"No";"Website Account";85198.0;0.1111111111111111;0.0;0.8888888888888888;0.0;"Early Adopter"
"M";57.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";21099.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";36.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";75222.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";37.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Website Account";43243.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";53.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Credit Card";23768.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";31.0;"M";"Regular";"No";"No";"Yes";"No";"Monthly Billing";64405.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";64.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Website Account";36067.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";17.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";72270.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";59.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";14980.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";61.0;"M";"Frequent";"Yes";"No";"Yes";"No";"Website Account";49866.0;0.0;0.0;0.0;1.0;"Early Majority"
"F";62.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";25355.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";25.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";12978.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";53.0;"M";"Regular";"No";"Yes";"Yes";"No";"Credit Card";92483.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";45.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";79388.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";35.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";38881.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";51.0;"S";"Seldom";"Yes";"Yes";"No";"Yes";"Bank Transfer";63427.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";41.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";17451.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";53.0;"S";"Regular";"Yes";"Yes";"No";"No";"Bank Transfer";48696.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";58.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";89831.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";46.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";26109.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";34.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";34406.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";48.0;"M";"Frequent";"Yes";"Yes";"Yes";"No";"Bank Transfer";93483.0;0.0;0.6666666666666666;0.3333333333333333;0.0;"Innovator"
"F";28.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";96893.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";33.0;"M";"Regular";"Yes";"No";"Yes";"No";"Bank Transfer";76169.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";50.0;"M";"Regular";"No";"Yes";"Yes";"No";"Credit Card";99037.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";22.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";52292.0;0.0;0.058823529411764705;0.0;0.9411764705882353;"Early Majority"
"M";66.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";27878.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";51.0;"S";"Seldom";"Yes";"Yes";"No";"Yes";"Credit Card";15614.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";59.0;"S";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";57412.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";54.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";85005.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";66.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";79896.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"M";42.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";82338.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";25.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";78096.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";66.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";30121.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"F";51.0;"S";"Seldom";"Yes";"Yes";"No";"Yes";"Monthly Billing";70731.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";34.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";42786.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";56.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";46836.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";52.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";15286.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";65.0;"M";"Frequent";"Yes";"No";"No";"No";"Monthly Billing";53876.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"M";40.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";88598.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";17.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Credit Card";27193.0;0.0;0.0;0.0;1.0;"Early Majority"
"F";50.0;"S";"Seldom";"Yes";"Yes";"No";"No";"Bank Transfer";62087.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";31.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";90476.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";57.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";78795.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";46.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";26464.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";37.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";52421.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";44.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Website Account";12784.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";61.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Monthly Billing";15999.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";19.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";10246.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";53.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Credit Card";55848.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";47.0;"M";"Regular";"Yes";"No";"No";"No";"Credit Card";67818.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
