"Gender";"Age";"Marital_Status";"Website_Activity";"Browsed_Electronics_12Mo";"Bought_Electronics_12Mo";"Bought_Digital_Media_18Mo";"Bought_Digital_Books";"Payment_Method";"User_ID";"confidence(Late Majority)";"confidence(Innovator)";"confidence(Early Adopter)";"confidence(Early Majority)";"prediction(eReader_Adoption)"
"F";53.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";57202.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";33.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";38763.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";34.0;"M";"Frequent";"Yes";"Yes";"No";"No";"Monthly Billing";92336.0;0.125;0.875;0.0;0.0;"Innovator"
"F";64.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Website Account";54303.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";64.0;"M";"Regular";"No";"Yes";"Yes";"No";"Bank Transfer";14026.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";18.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";33261.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";56.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";42167.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";44.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";13957.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";22.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";77370.0;0.0;0.058823529411764705;0.0;0.9411764705882353;"Early Majority"
"F";52.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";89231.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";34.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";49408.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";48.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";60321.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";57.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Credit Card";17505.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";54.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Credit Card";13308.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";46.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";80117.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";49.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Monthly Billing";28382.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";44.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";26623.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";65.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";14109.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"F";53.0;"S";"Seldom";"Yes";"No";"No";"No";"Website Account";29168.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";63.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";89822.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";63.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Monthly Billing";87800.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";55.0;"S";"Regular";"Yes";"Yes";"No";"No";"Bank Transfer";36704.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";34.0;"M";"Regular";"Yes";"No";"Yes";"No";"Website Account";26584.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";25.0;"M";"Seldom";"Yes";"No";"No";"No";"Monthly Billing";21792.0;0.5;0.0;0.0;0.5;"Late Majority"
"F";31.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";86915.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";54.0;"S";"Regular";"Yes";"Yes";"No";"No";"Bank Transfer";55886.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";17.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";35863.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";34.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";88479.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";54.0;"M";"Seldom";"Yes";"No";"No";"Yes";"Credit Card";70624.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";27.0;"S";"Regular";"Yes";"No";"Yes";"Yes";"Bank Transfer";82082.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";56.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";41234.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";51.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";18836.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";55.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";82587.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";44.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";35993.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";47.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Website Account";52083.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";68.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";26771.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";44.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";79906.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";69.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";46208.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";61.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Monthly Billing";59086.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";47.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";91499.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";49.0;"M";"Regular";"Yes";"No";"Yes";"No";"Credit Card";45785.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";52.0;"S";"Regular";"Yes";"No";"Yes";"Yes";"Website Account";44531.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";32.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";97494.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";42.0;"S";"Seldom";"Yes";"No";"No";"Yes";"Bank Transfer";30952.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";25.0;"M";"Regular";"Yes";"No";"Yes";"No";"Bank Transfer";51513.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";49.0;"M";"Regular";"No";"Yes";"Yes";"No";"Credit Card";98275.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";57.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";38844.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";30.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";44534.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";54.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";62080.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";43.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";85874.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";44.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Website Account";19015.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";33.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";46304.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";45.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";22561.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";63.0;"M";"Regular";"No";"Yes";"Yes";"No";"Bank Transfer";32227.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";51.0;"S";"Frequent";"Yes";"Yes";"Yes";"Yes";"Website Account";77172.0;0.0;1.0;0.0;0.0;"Innovator"
"M";25.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";99190.0;0.25;0.0;0.0;0.75;"Early Majority"
"F";62.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";48018.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";68.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";92784.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";28.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";47073.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";53.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Credit Card";62523.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";64.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Monthly Billing";50551.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";44.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";36437.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";40.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";25354.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";52.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Credit Card";45460.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";29.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";18272.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";22.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Monthly Billing";42885.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";66.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";79050.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";30.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";77950.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";45.0;"S";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";93846.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";45.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";70720.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";69.0;"S";"Regular";"Yes";"No";"No";"Yes";"Credit Card";45100.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";43.0;"M";"Frequent";"Yes";"Yes";"No";"Yes";"Website Account";58704.0;0.0;0.5;0.0;0.5;"Innovator"
"F";24.0;"M";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";10591.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";51.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";81628.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";26.0;"M";"Regular";"Yes";"No";"Yes";"No";"Bank Transfer";37085.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";34.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";43730.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";40.0;"S";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";45512.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";32.0;"M";"Regular";"Yes";"No";"Yes";"No";"Website Account";98200.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";30.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";31131.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";58.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Credit Card";22299.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";56.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";55610.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";42.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Website Account";10791.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";22.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Monthly Billing";31265.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";46.0;"S";"Regular";"Yes";"Yes";"Yes";"No";"Bank Transfer";43219.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";44.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";76881.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";52.0;"M";"Seldom";"Yes";"No";"No";"Yes";"Credit Card";88795.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";45.0;"M";"Regular";"Yes";"No";"No";"No";"Credit Card";40012.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";58.0;"S";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";13107.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";67.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";28029.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"F";45.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";19419.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";50.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";94865.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";58.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";35783.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";45.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";55075.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"M";61.0;"S";"Regular";"No";"Yes";"Yes";"Yes";"Bank Transfer";51964.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";50.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";24468.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";33.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";19016.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";32.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Website Account";91208.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";55.0;"M";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";84566.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";32.0;"M";"Frequent";"Yes";"Yes";"No";"No";"Monthly Billing";81945.0;0.125;0.875;0.0;0.0;"Innovator"
"M";50.0;"S";"Frequent";"Yes";"No";"No";"No";"Website Account";89520.0;0.1111111111111111;0.0;0.8888888888888888;0.0;"Early Adopter"
"F";64.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";50695.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";37.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Monthly Billing";35169.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";36.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";58325.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";49.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Website Account";61278.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";25.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";93730.0;0.25;0.0;0.0;0.75;"Early Majority"
"F";34.0;"M";"Frequent";"Yes";"Yes";"No";"No";"Monthly Billing";22171.0;0.125;0.875;0.0;0.0;"Innovator"
"F";62.0;"M";"Frequent";"Yes";"No";"No";"No";"Monthly Billing";23677.0;0.0;0.0;0.0;1.0;"Early Majority"
"M";49.0;"M";"Seldom";"Yes";"Yes";"Yes";"Yes";"Monthly Billing";13296.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";45.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Website Account";13443.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";44.0;"M";"Regular";"Yes";"No";"No";"No";"Credit Card";63959.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";43.0;"M";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";97362.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"F";68.0;"M";"Frequent";"No";"Yes";"No";"Yes";"Website Account";73187.0;0.3333333333333333;0.6666666666666666;0.0;0.0;"Innovator"
"F";50.0;"S";"Seldom";"Yes";"Yes";"No";"Yes";"Bank Transfer";69715.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"M";48.0;"M";"Regular";"Yes";"No";"No";"No";"Credit Card";38914.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";51.0;"M";"Seldom";"Yes";"Yes";"Yes";"No";"Bank Transfer";14202.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";60.0;"S";"Seldom";"Yes";"No";"Yes";"Yes";"Bank Transfer";45102.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
"F";24.0;"S";"Seldom";"Yes";"No";"No";"No";"Credit Card";96393.0;0.5;0.0;0.0;0.5;"Late Majority"
"M";23.0;"M";"Regular";"Yes";"Yes";"Yes";"Yes";"Website Account";40897.0;0.04918032786885246;0.31693989071038253;0.4098360655737705;0.22404371584699453;"Early Adopter"
"F";36.0;"S";"Seldom";"Yes";"No";"Yes";"No";"Bank Transfer";23653.0;0.7513227513227513;0.021164021164021163;0.05291005291005291;0.1746031746031746;"Late Majority"
"M";46.0;"S";"Seldom";"Yes";"Yes";"Yes";"Yes";"Bank Transfer";88464.0;0.07035175879396985;0.06030150753768844;0.507537688442211;0.36180904522613067;"Early Adopter"
